scene,ped_id,start_idx,end_idx,start_frame,end_frame,window_size
biwi_eth,216.0,22,41,9520.0,9710.0,20
biwi_eth,216.0,23,42,9530.0,9720.0,20
biwi_eth,216.0,24,43,9540.0,9730.0,20
biwi_eth,216.0,25,44,9550.0,9740.0,20
biwi_eth,216.0,26,45,9560.0,9750.0,20
biwi_eth,216.0,27,46,9570.0,9760.0,20
biwi_eth,216.0,28,47,9580.0,9770.0,20
biwi_eth,216.0,29,48,9590.0,9780.0,20
biwi_eth,216.0,30,49,9600.0,9790.0,20
biwi_eth,216.0,31,50,9610.0,9800.0,20
biwi_eth,216.0,32,51,9620.0,9810.0,20
biwi_eth,216.0,33,52,9630.0,9820.0,20
biwi_eth,216.0,34,53,9640.0,9830.0,20
biwi_eth,216.0,35,54,9650.0,9840.0,20
biwi_eth,216.0,36,55,9660.0,9850.0,20
biwi_eth,216.0,37,56,9670.0,9860.0,20
biwi_eth,216.0,38,57,9680.0,9870.0,20
biwi_eth,216.0,39,58,9690.0,9880.0,20
biwi_eth,216.0,40,59,9700.0,9890.0,20
biwi_eth,216.0,41,60,9710.0,9900.0,20
biwi_eth,230.0,0,19,9680.0,9870.0,20
biwi_eth,230.0,1,20,9690.0,9880.0,20
biwi_eth,230.0,2,21,9700.0,9890.0,20
biwi_eth,230.0,3,22,9710.0,9900.0,20
biwi_eth,230.0,4,23,9720.0,9910.0,20
biwi_eth,230.0,5,24,9730.0,9920.0,20
biwi_eth,230.0,6,25,9740.0,9930.0,20
biwi_eth,230.0,7,26,9750.0,9940.0,20
biwi_eth,230.0,8,27,9760.0,9950.0,20
biwi_eth,230.0,9,28,9770.0,9960.0,20
biwi_eth,230.0,10,29,9780.0,9970.0,20
biwi_eth,230.0,11,30,9790.0,9980.0,20
biwi_eth,231.0,0,19,9680.0,9870.0,20
biwi_eth,231.0,1,20,9690.0,9880.0,20
biwi_eth,231.0,2,21,9700.0,9890.0,20
biwi_eth,231.0,3,22,9710.0,9900.0,20
biwi_eth,231.0,4,23,9720.0,9910.0,20
biwi_eth,231.0,5,24,9730.0,9920.0,20
biwi_eth,231.0,6,25,9740.0,9930.0,20
biwi_eth,231.0,7,26,9750.0,9940.0,20
biwi_eth,231.0,8,27,9760.0,9950.0,20
biwi_eth,231.0,9,28,9770.0,9960.0,20
biwi_eth,231.0,10,29,9780.0,9970.0,20
biwi_eth,231.0,11,30,9790.0,9980.0,20
biwi_eth,238.0,0,19,9920.0,10110.0,20
biwi_eth,238.0,1,20,9930.0,10120.0,20
biwi_eth,238.0,2,21,9940.0,10130.0,20
biwi_eth,238.0,3,22,9950.0,10140.0,20
biwi_eth,238.0,4,23,9960.0,10150.0,20
biwi_eth,238.0,5,24,9970.0,10160.0,20
biwi_eth,238.0,6,25,9980.0,10170.0,20
biwi_eth,238.0,7,26,9990.0,10180.0,20
biwi_eth,238.0,8,27,10000.0,10190.0,20
biwi_eth,238.0,9,28,10010.0,10200.0,20
biwi_eth,238.0,10,29,10020.0,10210.0,20
biwi_eth,238.0,11,30,10030.0,10220.0,20
biwi_eth,238.0,12,31,10040.0,10230.0,20
biwi_eth,238.0,13,32,10050.0,10240.0,20
biwi_eth,238.0,14,33,10060.0,10250.0,20
biwi_eth,238.0,15,34,10070.0,10260.0,20
biwi_eth,238.0,16,35,10080.0,10270.0,20
biwi_eth,238.0,17,36,10090.0,10280.0,20
biwi_eth,238.0,18,37,10100.0,10290.0,20
biwi_eth,238.0,19,38,10110.0,10300.0,20
biwi_eth,238.0,20,39,10120.0,10310.0,20
biwi_eth,238.0,21,40,10130.0,10320.0,20
biwi_eth,238.0,22,41,10140.0,10330.0,20
biwi_eth,238.0,23,42,10150.0,10340.0,20
biwi_eth,238.0,24,43,10160.0,10350.0,20
biwi_eth,238.0,25,44,10170.0,10360.0,20
biwi_eth,238.0,26,45,10180.0,10370.0,20
biwi_eth,238.0,27,46,10190.0,10380.0,20
biwi_eth,238.0,28,47,10200.0,10390.0,20
biwi_eth,238.0,29,48,10210.0,10400.0,20
biwi_eth,238.0,30,49,10220.0,10410.0,20
biwi_eth,238.0,31,50,10230.0,10420.0,20
biwi_eth,238.0,32,51,10240.0,10430.0,20
biwi_eth,238.0,33,52,10250.0,10440.0,20
biwi_eth,238.0,34,53,10260.0,10450.0,20
biwi_eth,238.0,35,54,10270.0,10460.0,20
biwi_eth,238.0,36,55,10280.0,10470.0,20
biwi_eth,238.0,37,56,10290.0,10480.0,20
biwi_eth,239.0,0,19,9920.0,10110.0,20
biwi_eth,257.0,0,19,10250.0,10440.0,20
biwi_eth,257.0,1,20,10260.0,10450.0,20
biwi_eth,257.0,2,21,10270.0,10460.0,20
biwi_eth,257.0,3,22,10280.0,10470.0,20
biwi_eth,258.0,0,19,10250.0,10440.0,20
biwi_eth,259.0,0,19,10250.0,10440.0,20
biwi_eth,259.0,1,20,10260.0,10450.0,20
biwi_eth,259.0,2,21,10270.0,10460.0,20
biwi_eth,260.0,0,19,10260.0,10450.0,20
biwi_eth,260.0,1,20,10270.0,10460.0,20
biwi_eth,260.0,2,21,10280.0,10470.0,20
biwi_eth,261.0,0,19,10280.0,10470.0,20
biwi_eth,263.0,0,19,10300.0,10490.0,20
biwi_eth,263.0,1,20,10310.0,10500.0,20
biwi_eth,263.0,2,21,10320.0,10510.0,20
biwi_eth,263.0,3,22,10330.0,10520.0,20
biwi_eth,263.0,4,23,10340.0,10530.0,20
biwi_eth,264.0,0,19,10300.0,10490.0,20
biwi_eth,264.0,1,20,10310.0,10500.0,20
biwi_eth,264.0,2,21,10320.0,10510.0,20
biwi_eth,264.0,3,22,10330.0,10520.0,20
biwi_eth,264.0,4,23,10340.0,10530.0,20
biwi_eth,265.0,0,19,10300.0,10490.0,20
biwi_eth,265.0,1,20,10310.0,10500.0,20
biwi_eth,267.0,0,19,10300.0,10490.0,20
biwi_eth,267.0,1,20,10310.0,10500.0,20
biwi_eth,267.0,2,21,10320.0,10510.0,20
biwi_eth,267.0,3,22,10330.0,10520.0,20
biwi_eth,267.0,4,23,10340.0,10530.0,20
biwi_eth,268.0,0,19,10300.0,10490.0,20
biwi_eth,268.0,1,20,10310.0,10500.0,20
biwi_eth,303.0,0,19,10690.0,10880.0,20
biwi_eth,316.0,0,19,10850.0,11040.0,20
biwi_eth,316.0,1,20,10860.0,11050.0,20
biwi_eth,316.0,2,21,10870.0,11060.0,20
biwi_eth,316.0,3,22,10880.0,11070.0,20
biwi_eth,320.0,0,19,11210.0,11400.0,20
biwi_eth,320.0,1,20,11220.0,11410.0,20
biwi_eth,327.0,0,19,11280.0,11470.0,20
biwi_eth,328.0,0,19,11280.0,11470.0,20
biwi_eth,328.0,1,20,11290.0,11480.0,20
biwi_eth,328.0,2,21,11300.0,11490.0,20
biwi_eth,329.0,0,19,11280.0,11470.0,20
biwi_eth,329.0,1,20,11290.0,11480.0,20
biwi_eth,331.0,0,19,11310.0,11500.0,20
biwi_eth,342.0,0,19,11840.0,12030.0,20
biwi_eth,342.0,1,20,11850.0,12040.0,20
biwi_eth,348.0,0,19,11880.0,12070.0,20
biwi_eth,348.0,1,20,11890.0,12080.0,20
biwi_eth,350.0,0,19,11930.0,12120.0,20
biwi_eth,350.0,1,20,11940.0,12130.0,20
biwi_eth,353.0,0,19,11940.0,12130.0,20
biwi_eth,353.0,1,20,11950.0,12140.0,20
biwi_eth,355.0,0,19,11970.0,12160.0,20
biwi_eth,355.0,1,20,11980.0,12170.0,20
biwi_eth,357.0,0,19,12020.0,12210.0,20
biwi_eth,357.0,1,20,12030.0,12220.0,20
biwi_eth,357.0,2,21,12040.0,12230.0,20
biwi_eth,357.0,3,22,12050.0,12240.0,20
biwi_eth,357.0,4,23,12060.0,12250.0,20
biwi_eth,357.0,5,24,12070.0,12260.0,20
biwi_eth,357.0,6,25,12080.0,12270.0,20
biwi_eth,357.0,7,26,12090.0,12280.0,20
biwi_eth,357.0,8,27,12100.0,12290.0,20
biwi_eth,357.0,9,28,12110.0,12300.0,20
biwi_eth,357.0,10,29,12120.0,12310.0,20
biwi_eth,357.0,11,30,12130.0,12320.0,20
biwi_eth,357.0,12,31,12140.0,12330.0,20
biwi_eth,357.0,13,32,12150.0,12340.0,20
biwi_eth,357.0,14,33,12160.0,12350.0,20
biwi_eth,357.0,15,34,12170.0,12360.0,20
biwi_eth,357.0,16,35,12180.0,12370.0,20
biwi_eth,357.0,17,36,12190.0,12380.0,20
biwi_eth,358.0,0,19,12020.0,12210.0,20
biwi_eth,358.0,1,20,12030.0,12220.0,20
biwi_eth,358.0,2,21,12040.0,12230.0,20
biwi_eth,358.0,3,22,12050.0,12240.0,20
biwi_eth,358.0,4,23,12060.0,12250.0,20
biwi_eth,358.0,5,24,12070.0,12260.0,20
biwi_eth,358.0,6,25,12080.0,12270.0,20
biwi_eth,358.0,7,26,12090.0,12280.0,20
biwi_eth,358.0,8,27,12100.0,12290.0,20
biwi_eth,358.0,9,28,12110.0,12300.0,20
biwi_eth,358.0,10,29,12120.0,12310.0,20
biwi_eth,358.0,11,30,12130.0,12320.0,20
biwi_eth,358.0,12,31,12140.0,12330.0,20
biwi_eth,358.0,13,32,12150.0,12340.0,20
biwi_eth,358.0,14,33,12160.0,12350.0,20
biwi_eth,358.0,15,34,12170.0,12360.0,20
biwi_eth,358.0,16,35,12180.0,12370.0,20
biwi_eth,358.0,17,36,12190.0,12380.0,20
biwi_eth,359.0,0,19,12020.0,12210.0,20
biwi_eth,359.0,1,20,12030.0,12220.0,20
students001,1.0,0,19,0.0,190.0,20
students001,1.0,1,20,10.0,200.0,20
students001,1.0,2,21,20.0,210.0,20
students001,1.0,3,22,30.0,220.0,20
students001,1.0,4,23,40.0,230.0,20
students001,1.0,5,24,50.0,240.0,20
students001,1.0,6,25,60.0,250.0,20
students001,1.0,7,26,70.0,260.0,20
students001,1.0,8,27,80.0,270.0,20
students001,1.0,9,28,90.0,280.0,20
students001,2.0,0,19,0.0,190.0,20
students001,2.0,1,20,10.0,200.0,20
students001,2.0,2,21,20.0,210.0,20
students001,2.0,3,22,30.0,220.0,20
students001,2.0,4,23,40.0,230.0,20
students001,2.0,5,24,50.0,240.0,20
students001,2.0,6,25,60.0,250.0,20
students001,2.0,7,26,70.0,260.0,20
students001,3.0,0,19,0.0,190.0,20
students001,3.0,1,20,10.0,200.0,20
students001,3.0,2,21,20.0,210.0,20
students001,3.0,3,22,30.0,220.0,20
students001,3.0,4,23,40.0,230.0,20
students001,3.0,5,24,50.0,240.0,20
students001,4.0,0,19,0.0,190.0,20
students001,4.0,1,20,10.0,200.0,20
students001,4.0,2,21,20.0,210.0,20
students001,4.0,3,22,30.0,220.0,20
students001,4.0,4,23,40.0,230.0,20
students001,4.0,5,24,50.0,240.0,20
students001,4.0,6,25,60.0,250.0,20
students001,4.0,7,26,70.0,260.0,20
students001,4.0,8,27,80.0,270.0,20
students001,4.0,9,28,90.0,280.0,20
students001,4.0,10,29,100.0,290.0,20
students001,4.0,11,30,110.0,300.0,20
students001,4.0,12,31,120.0,310.0,20
students001,4.0,13,32,130.0,320.0,20
students001,4.0,14,33,140.0,330.0,20
students001,4.0,15,34,150.0,340.0,20
students001,4.0,16,35,160.0,350.0,20
students001,4.0,17,36,170.0,360.0,20
students001,4.0,18,37,180.0,370.0,20
students001,4.0,19,38,190.0,380.0,20
students001,4.0,20,39,200.0,390.0,20
students001,4.0,21,40,210.0,400.0,20
students001,4.0,22,41,220.0,410.0,20
students001,4.0,23,42,230.0,420.0,20
students001,4.0,24,43,240.0,430.0,20
students001,4.0,25,44,250.0,440.0,20
students001,4.0,26,45,260.0,450.0,20
students001,4.0,27,46,270.0,460.0,20
students001,4.0,28,47,280.0,470.0,20
students001,4.0,29,48,290.0,480.0,20
students001,4.0,30,49,300.0,490.0,20
students001,4.0,31,50,310.0,500.0,20
students001,4.0,32,51,320.0,510.0,20
students001,4.0,33,52,330.0,520.0,20
students001,4.0,34,53,340.0,530.0,20
students001,4.0,35,54,350.0,540.0,20
students001,4.0,36,55,360.0,550.0,20
students001,4.0,37,56,370.0,560.0,20
students001,4.0,38,57,380.0,570.0,20
students001,4.0,39,58,390.0,580.0,20
students001,4.0,40,59,400.0,590.0,20
students001,4.0,41,60,410.0,600.0,20
students001,4.0,42,61,420.0,610.0,20
students001,4.0,43,62,430.0,620.0,20
students001,4.0,44,63,440.0,630.0,20
students001,5.0,0,19,0.0,190.0,20
students001,5.0,1,20,10.0,200.0,20
students001,5.0,2,21,20.0,210.0,20
students001,5.0,3,22,30.0,220.0,20
students001,5.0,4,23,40.0,230.0,20
students001,5.0,5,24,50.0,240.0,20
students001,5.0,6,25,60.0,250.0,20
students001,5.0,7,26,70.0,260.0,20
students001,5.0,8,27,80.0,270.0,20
students001,5.0,9,28,90.0,280.0,20
students001,5.0,10,29,100.0,290.0,20
students001,5.0,11,30,110.0,300.0,20
students001,5.0,12,31,120.0,310.0,20
students001,5.0,13,32,130.0,320.0,20
students001,5.0,14,33,140.0,330.0,20
students001,6.0,0,19,0.0,190.0,20
students001,6.0,1,20,10.0,200.0,20
students001,6.0,2,21,20.0,210.0,20
students001,6.0,3,22,30.0,220.0,20
students001,6.0,4,23,40.0,230.0,20
students001,6.0,5,24,50.0,240.0,20
students001,6.0,6,25,60.0,250.0,20
students001,6.0,7,26,70.0,260.0,20
students001,6.0,8,27,80.0,270.0,20
students001,6.0,9,28,90.0,280.0,20
students001,6.0,10,29,100.0,290.0,20
students001,9.0,0,19,0.0,190.0,20
students001,10.0,0,19,0.0,190.0,20
students001,11.0,0,19,0.0,190.0,20
students001,11.0,1,20,10.0,200.0,20
students001,11.0,2,21,20.0,210.0,20
students001,11.0,3,22,30.0,220.0,20
students001,11.0,4,23,40.0,230.0,20
students001,11.0,5,24,50.0,240.0,20
students001,11.0,6,25,60.0,250.0,20
students001,11.0,7,26,70.0,260.0,20
students001,11.0,8,27,80.0,270.0,20
students001,11.0,9,28,90.0,280.0,20
students001,11.0,10,29,100.0,290.0,20
students001,11.0,11,30,110.0,300.0,20
students001,11.0,12,31,120.0,310.0,20
students001,12.0,0,19,0.0,190.0,20
students001,12.0,1,20,10.0,200.0,20
students001,12.0,2,21,20.0,210.0,20
students001,13.0,0,19,0.0,190.0,20
students001,13.0,1,20,10.0,200.0,20
students001,13.0,2,21,20.0,210.0,20
students001,13.0,3,22,30.0,220.0,20
students001,13.0,4,23,40.0,230.0,20
students001,13.0,5,24,50.0,240.0,20
students001,13.0,6,25,60.0,250.0,20
students001,13.0,7,26,70.0,260.0,20
students001,13.0,8,27,80.0,270.0,20
students001,14.0,0,19,0.0,190.0,20
students001,14.0,1,20,10.0,200.0,20
students001,14.0,2,21,20.0,210.0,20
students001,14.0,3,22,30.0,220.0,20
students001,14.0,4,23,40.0,230.0,20
students001,15.0,0,19,0.0,190.0,20
students001,15.0,1,20,10.0,200.0,20
students001,15.0,2,21,20.0,210.0,20
students001,15.0,3,22,30.0,220.0,20
students001,15.0,4,23,40.0,230.0,20
students001,15.0,5,24,50.0,240.0,20
students001,16.0,0,19,0.0,190.0,20
students001,16.0,1,20,10.0,200.0,20
students001,17.0,0,19,0.0,190.0,20
students001,17.0,1,20,10.0,200.0,20
students001,17.0,2,21,20.0,210.0,20
students001,17.0,3,22,30.0,220.0,20
students001,17.0,4,23,40.0,230.0,20
students001,17.0,5,24,50.0,240.0,20
students001,17.0,6,25,60.0,250.0,20
students001,17.0,7,26,70.0,260.0,20
students001,17.0,8,27,80.0,270.0,20
students001,18.0,0,19,0.0,190.0,20
students001,18.0,1,20,10.0,200.0,20
students001,18.0,2,21,20.0,210.0,20
students001,18.0,3,22,30.0,220.0,20
students001,18.0,4,23,40.0,230.0,20
students001,18.0,5,24,50.0,240.0,20
students001,18.0,6,25,60.0,250.0,20
students001,18.0,7,26,70.0,260.0,20
students001,18.0,8,27,80.0,270.0,20
students001,18.0,9,28,90.0,280.0,20
students001,18.0,10,29,100.0,290.0,20
students001,18.0,11,30,110.0,300.0,20
students001,18.0,12,31,120.0,310.0,20
students001,18.0,13,32,130.0,320.0,20
students001,18.0,14,33,140.0,330.0,20
students001,18.0,15,34,150.0,340.0,20
students001,18.0,16,35,160.0,350.0,20
students001,18.0,17,36,170.0,360.0,20
students001,18.0,18,37,180.0,370.0,20
students001,18.0,19,38,190.0,380.0,20
students001,18.0,20,39,200.0,390.0,20
students001,18.0,21,40,210.0,400.0,20
students001,18.0,22,41,220.0,410.0,20
students001,18.0,23,42,230.0,420.0,20
students001,18.0,24,43,240.0,430.0,20
students001,18.0,25,44,250.0,440.0,20
students001,18.0,26,45,260.0,450.0,20
students001,18.0,27,46,270.0,460.0,20
students001,18.0,28,47,280.0,470.0,20
students001,18.0,29,48,290.0,480.0,20
students001,18.0,30,49,300.0,490.0,20
students001,18.0,31,50,310.0,500.0,20
students001,18.0,32,51,320.0,510.0,20
students001,18.0,33,52,330.0,520.0,20
students001,18.0,34,53,340.0,530.0,20
students001,18.0,35,54,350.0,540.0,20
students001,18.0,36,55,360.0,550.0,20
students001,18.0,37,56,370.0,560.0,20
students001,18.0,38,57,380.0,570.0,20
students001,18.0,39,58,390.0,580.0,20
students001,18.0,40,59,400.0,590.0,20
students001,18.0,41,60,410.0,600.0,20
students001,18.0,42,61,420.0,610.0,20
students001,18.0,43,62,430.0,620.0,20
students001,18.0,44,63,440.0,630.0,20
students001,18.0,45,64,450.0,640.0,20
students001,18.0,46,65,460.0,650.0,20
students001,18.0,47,66,470.0,660.0,20
students001,18.0,48,67,480.0,670.0,20
students001,18.0,49,68,490.0,680.0,20
students001,18.0,50,69,500.0,690.0,20
